,0
0,21.745224399258227
1,21.72891375951176
2,21.71260311976529
3,21.696292480018826
4,23.89528579891822
5,23.878975159171752
6,23.862664519425284
7,23.84635387967882
8,23.67406449884562
9,23.657753859099152
10,23.641443219352684
11,23.62513257960622
12,25.181179198643154
13,25.164868558896686
14,25.148557919150218
15,25.132247279403753
16,26.470631478617797
17,26.45432083887133
18,26.43801019912486
19,26.421699559378396
20,29.48841975846258
21,29.472109118716112
22,29.455798478969644
23,29.43948783922318
24,4.8866109240414195
25,4.870300284294952
26,4.853989644548485
27,4.837679004802019
28,6.176063204016066
29,6.159752564269599
30,6.143441924523132
31,6.127131284776666
32,7.24785306416782
33,7.231542424421352
34,7.215231784674885
35,7.198921144928419
36,8.537305344142457
37,8.52099470439599
38,8.504684064649524
39,8.488373424903056
40,9.609095204294212
41,9.592784564547745
42,9.57647392480128
43,9.560163285054811
44,10.680885064445963
45,10.664574424699497
46,10.64826378495303
47,10.631953145206563
48,24.379654665859483
49,24.363344026113015
50,24.347033386366547
51,24.330722746620083
52,26.529716065519477
53,26.51340542577301
54,26.49709478602654
55,26.480784146280076
56,26.308494765446877
57,26.29218412570041
58,26.27587348595394
59,26.259562846207476
60,27.81560946524441
61,27.799298825497942
62,27.782988185751474
63,27.76667754600501
64,29.105061745219054
65,29.088751105472586
66,29.072440465726118
67,29.056129825979653
68,32.12285002506384
69,32.10653938531737
70,32.090228745570904
71,32.07391810582444
72,7.521041190642678
73,7.504730550896211
74,7.488419911149744
75,7.472109271403277
76,8.810493470617324
77,8.794182830870858
78,8.77787219112439
79,8.761561551377923
80,9.882283330769077
81,9.86597269102261
82,9.849662051276143
83,9.833351411529677
84,11.171735610743715
85,11.155424970997249
86,11.139114331250783
87,11.122803691504314
88,12.24352547089547
89,12.227214831149004
90,12.210904191402538
91,12.19459355165607
92,13.315315331047222
93,13.299004691300755
94,13.282694051554289
95,13.266383411807821
96,24.63015181433455
97,24.61384117458808
98,24.597530534841614
99,24.58121989509515
100,26.780213213994543
101,26.763902574248075
102,26.747591934501607
103,26.731281294755142
104,26.558991913921943
105,26.542681274175475
106,26.526370634429007
107,26.510059994682543
108,28.066106613719477
109,28.04979597397301
110,28.03348533422654
111,28.017174694480076
112,29.35555889369412
113,29.339248253947652
114,29.322937614201184
115,29.30662697445472
116,32.3733471735389
117,32.35703653379244
118,32.34072589404597
119,32.3244152542995
120,7.771538339117744
121,7.755227699371277
122,7.73891705962481
123,7.7226064198783435
124,9.06099061909239
125,9.044679979345924
126,9.028369339599456
127,9.01205869985299
128,10.132780479244143
129,10.116469839497677
130,10.100159199751209
131,10.083848560004743
132,11.422232759218781
133,11.405922119472315
134,11.389611479725849
135,11.37330083997938
136,12.494022619370536
137,12.47771197962407
138,12.461401339877604
139,12.445090700131136
140,13.565812479522288
141,13.549501839775822
142,13.533191200029355
143,13.516880560282887
144,24.880648962809616
145,24.864338323063148
146,24.84802768331668
147,24.831717043570215
148,27.03071036246961
149,27.01439972272314
150,26.998089082976673
151,26.98177844323021
152,26.80948906239701
153,26.79317842265054
154,26.776867782904073
155,26.76055714315761
156,28.316603762194543
157,28.300293122448075
158,28.283982482701607
159,28.267671842955142
160,29.606056042169186
161,29.589745402422718
162,29.57343476267625
163,29.557124122929785
164,32.62384432201397
165,32.6075336822675
166,32.59122304252104
167,32.57491240277457
168,8.022035487592811
169,8.005724847846343
170,7.989414208099876
171,7.97310356835341
172,9.311487767567456
173,9.29517712782099
174,9.278866488074522
175,9.262555848328056
176,10.38327762771921
177,10.366966987972743
178,10.350656348226275
179,10.334345708479809
180,11.672729907693848
181,11.656419267947381
182,11.640108628200915
183,11.623797988454447
184,12.744519767845603
185,12.728209128099136
186,12.71189848835267
187,12.695587848606202
188,13.816309627997354
189,13.799998988250888
190,13.783688348504421
191,13.767377708757953
192,25.131146111284682
193,25.114835471538214
194,25.098524831791746
195,25.08221419204528
196,27.281207510944675
197,27.264896871198207
198,27.24858623145174
199,27.232275591705275
200,27.059986210872076
201,27.043675571125608
202,27.02736493137914
203,27.011054291632675
204,28.56710091066961
205,28.55079027092314
206,28.534479631176673
207,28.51816899143021
208,29.856553190644252
209,29.840242550897784
210,29.823931911151316
211,29.80762127140485
212,32.874341470489036
213,32.85803083074257
214,32.8417201909961
215,32.825409551249635
216,8.272532636067877
217,8.25622199632141
218,8.239911356574943
219,8.223600716828477
220,9.561984916042523
221,9.545674276296056
222,9.529363636549588
223,9.513052996803122
224,10.633774776194276
225,10.61746413644781
226,10.601153496701341
227,10.584842856954875
228,11.923227056168914
229,11.906916416422447
230,11.890605776675981
231,11.874295136929513
232,12.995016916320669
233,12.978706276574203
234,12.962395636827736
235,12.946084997081268
236,14.06680677647242
237,14.050496136725954
238,14.034185496979488
239,14.01787485723302
240,25.38164325975975
241,25.36533262001328
242,25.349021980266812
243,25.332711340520348
244,27.53170465941974
245,27.515394019673273
246,27.499083379926805
247,27.48277274018034
248,27.310483359347142
249,27.294172719600674
250,27.277862079854206
251,27.26155144010774
252,28.817598059144675
253,28.801287419398207
254,28.78497677965174
255,28.768666139905275
256,30.10705033911932
257,30.09073969937285
258,30.074429059626382
259,30.058118419879918
260,33.124838618964105
261,33.108527979217634
262,33.09221733947117
263,33.075906699724705
264,8.523029784542944
265,8.506719144796476
266,8.49040850505001
267,8.474097865303543
268,9.812482064517589
269,9.796171424771122
270,9.779860785024654
271,9.763550145278188
272,10.884271924669342
273,10.867961284922876
274,10.851650645176408
275,10.835340005429941
276,12.17372420464398
277,12.157413564897514
278,12.141102925151047
279,12.12479228540458
280,13.245514064795735
281,13.229203425049269
282,13.212892785302802
283,13.196582145556334
284,14.317303924947486
285,14.30099328520102
286,14.284682645454554
287,14.268372005708086
288,27.95555434304877
289,27.939243703302306
290,27.922933063555835
291,27.90662242380937
292,30.105615742708768
293,30.089305102962296
294,30.07299446321583
295,30.056683823469367
296,29.884394442636168
297,29.868083802889696
298,29.851773163143232
299,29.835462523396767
300,31.3915091424337
301,31.37519850268723
302,31.358887862940765
303,31.3425772231943
304,32.680961422408345
305,32.66465078266188
306,32.64834014291541
307,32.632029503168944
308,35.69874970225313
309,35.68243906250666
310,35.666128422760195
311,35.64981778301373
312,11.096940867831965
313,11.080630228085498
314,11.064319588339032
315,11.048008948592564
316,12.386393147806611
317,12.370082508060145
318,12.353771868313679
319,12.33746122856721
320,13.458183007958365
321,13.441872368211898
322,13.425561728465432
323,13.409251088718964
324,14.747635287933003
325,14.731324648186536
326,14.71501400844007
327,14.698703368693602
328,15.819425148084758
329,15.803114508338291
330,15.786803868591825
331,15.770493228845357
332,16.89121500823651
333,16.874904368490043
334,16.858593728743575
335,16.84228308899711
336,28.206051491523837
337,28.189740851777373
338,28.1734302120309
339,28.157119572284437
340,30.356112891183834
341,30.339802251437362
342,30.323491611690898
343,30.307180971944433
344,30.134891591111234
345,30.118580951364763
346,30.102270311618298
347,30.085959671871834
348,31.642006290908768
349,31.625695651162296
350,31.60938501141583
351,31.593074371669367
352,32.93145857088341
353,32.91514793113694
354,32.89883729139047
355,32.88252665164401
356,35.949246850728194
357,35.93293621098172
358,35.91662557123526
359,35.90031493148879
360,11.34743801630703
361,11.331127376560564
362,11.314816736814098
363,11.29850609706763
364,12.636890296281678
365,12.620579656535211
366,12.604269016788745
367,12.587958377042277
368,13.70868015643343
369,13.692369516686965
370,13.676058876940498
371,13.65974823719403
372,14.998132436408069
373,14.981821796661603
374,14.965511156915136
375,14.949200517168668
376,16.069922296559824
377,16.05361165681336
378,16.03730101706689
379,16.020990377320423
380,17.141712156711577
381,17.12540151696511
382,17.10909087721864
383,17.092780237472176
384,28.456548639998903
385,28.44023800025244
386,28.423927360505967
387,28.407616720759503
388,30.6066100396589
389,30.59029939991243
390,30.573988760165964
391,30.5576781204195
392,30.3853887395863
393,30.36907809983983
394,30.352767460093364
395,30.3364568203469
396,31.892503439383834
397,31.876192799637362
398,31.859882159890898
399,31.843571520144433
400,33.18195571935848
401,33.16564507961201
402,33.14933443986554
403,33.133023800119076
404,36.199743999203264
405,36.18343335945679
406,36.16712271971033
407,36.15081207996386
408,11.597935164782097
409,11.58162452503563
410,11.565313885289164
411,11.549003245542696
412,12.887387444756744
413,12.871076805010278
414,12.854766165263811
415,12.838455525517343
416,13.959177304908497
417,13.94286666516203
418,13.926556025415564
419,13.910245385669096
420,15.248629584883135
421,15.232318945136669
422,15.216008305390202
423,15.199697665643734
424,16.32041944503489
425,16.304108805288426
426,16.287798165541957
427,16.27148752579549
428,17.392209305186643
429,17.375898665440175
430,17.359588025693707
431,17.343277385947243
432,28.70704578847397
433,28.690735148727505
434,28.674424508981033
435,28.65811386923457
436,30.857107188133966
437,30.840796548387495
438,30.82448590864103
439,30.808175268894566
440,30.635885888061367
441,30.619575248314895
442,30.60326460856843
443,30.586953968821966
444,32.1430005878589
445,32.12668994811243
446,32.110379308365964
447,32.0940686686195
448,33.43245286783354
449,33.416142228087075
450,33.399831588340604
451,33.38352094859414
452,36.45024114767833
453,36.433930507931855
454,36.41761986818539
455,36.401309228438926
456,11.848432313257163
457,11.832121673510697
458,11.81581103376423
459,11.799500394017763
460,13.13788459323181
461,13.121573953485344
462,13.105263313738877
463,13.08895267399241
464,14.209674453383563
465,14.193363813637097
466,14.17705317389063
467,14.160742534144163
468,15.499126733358201
469,15.482816093611735
470,15.466505453865269
471,15.4501948141188
472,16.570916593509956
473,16.55460595376349
474,16.538295314017024
475,16.521984674270556
476,17.64270645366171
477,17.62639581391524
478,17.610085174168773
479,17.59377453442231
480,28.957542936949036
481,28.94123229720257
482,28.9249216574561
483,28.908611017709635
484,31.107604336609032
485,31.09129369686256
486,31.074983057116096
487,31.058672417369632
488,30.886383036536433
489,30.87007239678996
490,30.853761757043497
491,30.837451117297032
492,32.39349773633397
493,32.3771870965875
494,32.360876456841034
495,32.34456581709457
496,33.68295001630861
497,33.666639376562145
498,33.65032873681567
499,33.63401809706921
500,36.700738296153396
501,36.684427656406925
502,36.66811701666046
503,36.651806376913996
504,12.09892946173223
505,12.082618821985763
506,12.066308182239297
507,12.049997542492829
508,13.388381741706876
509,13.37207110196041
510,13.355760462213944
511,13.339449822467476
512,14.46017160185863
513,14.443860962112163
514,14.427550322365697
515,14.411239682619229
516,15.749623881833267
517,15.733313242086801
518,15.717002602340335
519,15.700691962593867
520,16.821413741985022
521,16.805103102238558
522,16.78879246249209
523,16.772481822745622
524,17.893203602136776
525,17.876892962390308
526,17.86058232264384
527,17.844271682897375
528,31.531454020238062
529,31.515143380491594
530,31.498832740745126
531,31.48252210099866
532,33.681515419898055
533,33.66520478015159
534,33.64889414040512
535,33.632583500658654
536,33.460294119825456
537,33.44398348007899
538,33.42767284033252
539,33.411362200586055
540,34.96740881962299
541,34.951098179876524
542,34.93478754013005
543,34.91847690038359
544,36.256861099597636
545,36.240550459851164
546,36.2242398201047
547,36.207929180358235
548,39.274649379442415
549,39.25833873969595
550,39.24202809994948
551,39.225717460203015
552,14.672840545021254
553,14.656529905274786
554,14.64021926552832
555,14.623908625781853
556,15.9622928249959
557,15.945982185249433
558,15.929671545502966
559,15.9133609057565
560,17.034082685147652
561,17.017772045401188
562,17.00146140565472
563,16.98515076590825
564,18.323534965122292
565,18.307224325375824
566,18.29091368562936
567,18.27460304588289
568,19.395324825274045
569,19.37901418552758
570,19.362703545781113
571,19.346392906034644
572,20.4671146854258
573,20.45080404567933
574,20.434493405932866
575,20.418182766186398
576,31.781951168713128
577,31.76564052896666
578,31.749329889220192
579,31.733019249473728
580,33.93201256837312
581,33.91570192862665
582,33.89939128888018
583,33.88308064913372
584,33.71079126830052
585,33.694480628554054
586,33.67816998880758
587,33.66185934906112
588,35.21790596809805
589,35.20159532835159
590,35.185284688605115
591,35.16897404885865
592,36.5073582480727
593,36.49104760832623
594,36.47473696857976
595,36.4584263288333
596,39.52514652791748
597,39.50883588817101
598,39.49252524842454
599,39.47621460867808
600,14.92333769349632
601,14.907027053749852
602,14.890716414003386
603,14.87440577425692
604,16.21278997347097
605,16.1964793337245
606,16.180168693978032
607,16.163858054231568
608,17.28457983362272
609,17.268269193876254
610,17.251958554129786
611,17.235647914383318
612,18.574032113597358
613,18.55772147385089
614,18.541410834104425
615,18.525100194357957
616,19.64582197374911
617,19.629511334002647
618,19.61320069425618
619,19.59689005450971
620,20.717611833900865
621,20.701301194154397
622,20.684990554407932
623,20.668679914661464
624,32.0324483171882
625,32.016137677441726
626,31.99982703769526
627,31.983516397948794
628,34.18250971684819
629,34.16619907710172
630,34.14988843735525
631,34.13357779760879
632,33.96128841677559
633,33.94497777702912
634,33.92866713728265
635,33.91235649753619
636,35.46840311657312
637,35.45209247682666
638,35.435781837080185
639,35.41947119733372
640,36.75785539654777
641,36.7415447568013
642,36.72523411705483
643,36.70892347730837
644,39.77564367639255
645,39.75933303664608
646,39.74302239689961
647,39.72671175715315
648,15.173834841971386
649,15.157524202224918
650,15.141213562478452
651,15.124902922731986
652,16.463287121946035
653,16.446976482199567
654,16.4306658424531
655,16.414355202706634
656,17.535076982097785
657,17.51876634235132
658,17.502455702604852
659,17.486145062858384
660,18.824529262072424
661,18.808218622325956
662,18.79190798257949
663,18.775597342833024
664,19.896319122224178
665,19.880008482477713
666,19.863697842731245
667,19.847387202984777
668,20.96810898237593
669,20.951798342629463
670,20.935487702882998
671,20.91917706313653
672,32.28294546566326
673,32.266634825916796
674,32.250324186170324
675,32.23401354642386
676,34.43300686532325
677,34.416696225576786
678,34.400385585830314
679,34.38407494608385
680,34.21178556525065
681,34.195474925504186
682,34.179164285757714
683,34.16285364601125
684,35.718900265048184
685,35.70258962530172
686,35.68627898555525
687,35.66996834580878
688,37.00835254502283
689,36.99204190527636
690,36.975731265529895
691,36.95942062578343
692,40.02614082486761
693,40.009830185121146
694,39.993519545374674
695,39.97720890562821
696,15.424331990446452
697,15.408021350699984
698,15.391710710953518
699,15.375400071207052
700,16.7137842704211
701,16.697473630674633
702,16.681162990928165
703,16.6648523511817
704,17.78557413057285
705,17.769263490826386
706,17.752952851079918
707,17.73664221133345
708,19.07502641054749
709,19.058715770801022
710,19.042405131054558
711,19.02609449130809
712,20.146816270699244
713,20.13050563095278
714,20.11419499120631
715,20.097884351459843
716,21.218606130850997
717,21.20229549110453
718,21.185984851358064
719,21.169674211611596
720,32.53344261413833
721,32.51713197439186
722,32.500821334645394
723,32.48451069489893
724,34.68350401379832
725,34.667193374051855
726,34.650882734305384
727,34.63457209455892
728,34.46228271372572
729,34.445972073979256
730,34.429661434232784
731,34.41335079448632
732,35.969397413523254
733,35.95308677377679
734,35.93677613403032
735,35.92046549428385
736,37.2588496934979
737,37.24253905375143
738,37.226228414004964
739,37.2099177742585
740,40.27663797334268
741,40.260327333596216
742,40.244016693849744
743,40.22770605410328
744,15.674829138921519
745,15.65851849917505
746,15.642207859428584
747,15.625897219682118
748,16.964281418896167
749,16.9479707791497
750,16.93166013940323
751,16.915349499656767
752,18.036071279047917
753,18.019760639301452
754,18.003449999554984
755,17.987139359808516
756,19.325523559022557
757,19.30921291927609
758,19.292902279529624
759,19.276591639783156
760,20.39731341917431
761,20.381002779427845
762,20.364692139681377
763,20.34838149993491
764,21.469103279326063
765,21.452792639579595
766,21.43648199983313
767,21.420171360086663
